temp,filtered temp,hum,filtered hum,,1-500,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.93,,,,,
27.1,27.31,39,38.93,,,,,
27.1,27.31,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.3,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.29,39,38.93,,,,,
27.1,27.28,39,38.93,,,,,
27.1,27.28,39,38.93,,,,,
27.1,27.28,39,38.93,,,,,
27.1,27.28,39,38.93,,,,,
27.1,27.28,39,38.93,,,,,
27.1,27.28,39,38.93,,,,,
27.1,27.28,39,38.93,,,,,
27.1,27.28,39,38.93,,,,,
27.1,27.28,39,38.93,,,,,
27.1,27.28,39,38.93,,,,,
26.9,27.28,39,38.93,,,,,
26.8,27.28,39,38.93,,,,,
26.7,27.28,39,38.93,,,,,
26.7,27.28,39,38.93,,,,,
26.7,27.28,39,38.93,,,,,
26.7,27.28,39,38.93,,,,,
26.7,27.27,39,38.93,,,,,
26.7,27.27,39,38.93,,,,,
26.7,27.27,39,38.93,,,,,
26.7,27.27,39,38.93,,,,,
26.7,27.27,39,38.93,,,,,
26.7,27.27,39,38.93,,,,,
26.7,27.27,39,38.93,,,,,
26.7,27.27,39,38.93,,,,,
26.7,27.27,39,38.94,,,,,
26.7,27.26,39,38.94,,,,,
26.7,27.26,39,38.94,,,,,
26.7,27.26,39,38.94,,,,,
26.7,27.26,39,38.94,,,,,
26.7,27.26,39,38.94,,,,,
26.7,27.26,39,38.94,,,,,
26.7,27.26,39,38.94,,,,,
26.7,27.26,39,38.94,,,,,
26.7,27.26,39,38.94,,,,,
26.7,27.25,39,38.94,,,,,
26.7,27.25,39,38.94,,,,,
26.7,27.25,39,38.94,,,,,
26.7,27.25,39,38.94,,,,,
26.7,27.25,39,38.94,,,,,
26.7,27.25,39,38.94,,,,,
26.7,27.25,39,38.94,,,,,
26.7,27.25,39,38.94,,,,,
26.7,27.25,39,38.94,,,,,
26.7,27.24,39,38.94,,,,,
26.7,27.24,39,38.94,,,,,
26.7,27.24,39,38.94,,,,,
26.7,27.24,39,38.94,,,,,
26.7,27.24,39,38.94,,,,,
26.7,27.24,39,38.94,,,,,
26.7,27.24,39,38.94,,,,,
26.7,27.24,39,38.94,,,,,
26.7,27.24,39,38.94,,,,,
26.7,27.23,39,38.94,,,,,
26.7,27.23,39,38.94,,,,,
26.7,27.23,39,38.94,,,,,
26.7,27.23,39,38.94,,,,,
26.7,27.23,39,38.94,,,,,
26.7,27.23,39,38.94,,,,,
26.7,27.23,39,38.94,,,,,
26.7,27.23,39,38.94,,,,,
26.7,27.23,39,38.94,,,,,
26.7,27.23,39,38.94,,,,,
26.7,27.22,39,38.94,,,,,
26.7,27.22,39,38.94,,,,,
26.7,27.22,39,38.94,,,,,
26.7,27.22,39,38.94,,,,,
26.7,27.22,39,38.94,,,,,
26.7,27.22,39,38.94,,,,,
26.7,27.22,39,38.94,,,,,
26.7,27.22,39,38.94,,,,,
26.7,27.22,39,38.94,,,,,
26.7,27.21,39,38.94,,,,,
26.7,27.21,39,38.94,,,,,
26.7,27.21,39,38.94,,,,,
26.7,27.21,39,38.94,,,,,
26.7,27.21,39,38.94,,,,,
26.7,27.21,39,38.94,,,,,
26.7,27.21,39,38.94,,,,,
26.7,27.21,39,38.94,,,,,
26.7,27.21,39,38.94,,,,,
26.7,27.21,39,38.94,,,,,
26.7,27.2,39,38.94,,,,,
26.7,27.2,39,38.94,,,,,
26.7,27.2,39,38.94,,,,,
26.7,27.2,39,38.94,,,,,
26.7,27.2,39,38.94,,,,,
26.7,27.2,39,38.94,,,,,
26.7,27.2,39,38.94,,,,,
26.7,27.2,39,38.94,,,,,
26.7,27.2,39,38.94,,,,,
26.7,27.2,39,38.94,,,,,
26.7,27.19,39,38.94,,,,,
26.7,27.19,39,38.94,,,,,
26.7,27.19,39,38.94,,,,,
26.7,27.19,39,38.94,,,,,
26.7,27.19,39,38.94,,,,,
26.7,27.19,39,38.94,,,,,
26.7,27.19,39,38.94,,,,,
26.7,27.19,39,38.94,,,,,
26.7,27.19,39,38.94,,,,,
26.7,27.18,39,38.94,,,,,
26.7,27.18,39,38.94,,,,,
26.7,27.18,39,38.94,,,,,
26.7,27.18,39,38.94,,,,,
26.7,27.18,39,38.94,,,,,
26.7,27.18,39,38.94,,,,,
26.7,27.18,39,38.94,,,,,
26.7,27.18,39,38.94,,,,,
26.7,27.18,39,38.94,,,,,
26.7,27.18,39,38.94,,,,,
26.7,27.18,39,38.94,,,,,
26.7,27.17,39,38.94,,,,,
26.7,27.17,39,38.94,,,,,
26.7,27.17,39,38.94,,,,,
26.7,27.17,39,38.94,,,,,
26.7,27.17,39,38.94,,,,,
26.7,27.17,39,38.94,,,,,
26.7,27.17,39,38.94,,,,,
26.7,27.17,39,38.94,,,,,
26.7,27.17,39,38.94,,,,,
26.7,27.17,39,38.94,,,,,
26.7,27.16,39,38.94,,,,,
26.7,27.16,39,38.94,,,,,
26.7,27.16,39,38.94,,,,,
26.7,27.16,39,38.94,,,,,
26.7,27.16,39,38.94,,,,,
26.7,27.16,39,38.94,,,,,
26.7,27.16,39,38.95,,,,,
26.7,27.16,39,38.95,,,,,
26.7,27.16,39,38.95,,,,,
26.7,27.16,39,38.95,,,,,
26.7,27.15,39,38.95,,,,,
26.7,27.15,39,38.95,,,,,
26.7,27.15,39,38.95,,,,,
26.7,27.15,39,38.95,,,,,
26.7,27.15,39,38.95,,,,,
26.7,27.15,39,38.95,,,,,
26.7,27.15,39,38.95,,,,,
26.7,27.15,39,38.95,,,,,
26.7,27.15,39,38.95,,,,,
26.7,27.15,39,38.95,,,,,
26.7,27.15,39,38.95,,,,,
26.7,27.14,39,38.95,,,,,
26.7,27.14,39,38.95,,,,,
26.7,27.14,39,38.95,,,,,
26.7,27.14,39,38.95,,,,,
26.7,27.14,39,38.95,,,,,
26.7,27.14,39,38.95,,,,,
26.7,27.14,39,38.95,,,,,
26.7,27.14,39,38.95,,,,,
26.7,27.14,39,38.95,,,,,
26.7,27.14,39,38.95,,,,,
26.7,27.14,39,38.95,,,,,
26.7,27.13,39,38.95,,,,,
26.7,27.13,39,38.95,,,,,
26.7,27.13,39,38.95,,,,,
26.7,27.13,39,38.95,,,,,
26.7,27.13,39,38.95,,,,,
26.7,27.13,39,38.95,,,,,
26.7,27.13,39,38.95,,,,,
26.7,27.13,39,38.95,,,,,
26.7,27.13,39,38.95,,,,,
26.7,27.13,39,38.95,,,,,
26.7,27.13,39,38.95,,,,,
26.7,27.12,39,38.95,,,,,
26.7,27.12,39,38.95,,,,,
26.7,27.12,39,38.95,,,,,
26.7,27.12,39,38.95,,,,,
26.7,27.12,39,38.95,,,,,
26.7,27.12,39,38.95,,,,,
26.7,27.12,39,38.95,,,,,
26.7,27.12,39,38.95,,,,,
26.7,27.12,39,38.95,,,,,
26.7,27.12,39,38.95,,,,,
26.7,27.12,39,38.95,,,,,
26.7,27.12,39,38.95,,,,,
26.7,27.11,39,38.95,,,,,
26.7,27.11,39,38.95,,,,,
26.7,27.11,39,38.95,,,,,
26.7,27.11,39,38.95,,,,,
26.7,27.11,39,38.95,,,,,
26.7,27.11,39,38.95,,,,,
26.7,27.11,39,38.95,,,,,
26.7,27.11,39,38.95,,,,,
26.7,27.11,39,38.95,,,,,
26.7,27.11,39,38.95,,,,,
26.7,27.11,39,38.95,,,,,
26.7,27.1,39,38.95,,,,,
26.7,27.1,39,38.95,,,,,
26.7,27.1,39,38.95,,,,,
26.7,27.1,39,38.95,,,,,
26.7,27.1,39,38.95,,,,,
26.7,27.1,39,38.95,,,,,
26.7,27.1,39,38.95,,,,,
26.7,27.1,39,38.95,,,,,
26.7,27.1,39,38.95,,,,,
26.7,27.1,39,38.95,,,,,
26.7,27.1,39,38.95,,,,,
26.7,27.1,39,38.95,,,,,
26.7,27.09,39,38.95,,,,,
26.7,27.09,39,38.95,,,,,
26.7,27.09,39,38.95,,,,,
26.7,27.09,39,38.95,,,,,
26.7,27.09,39,38.95,,,,,
26.7,27.09,39,38.95,,,,,
26.7,27.09,39,38.95,,,,,
26.7,27.09,39,38.95,,,,,
26.7,27.09,39,38.95,,,,,
26.7,27.09,39,38.95,,,,,
26.7,27.09,39,38.95,,,,,
26.7,27.09,39,38.95,,,,,
26.7,27.09,39,38.95,,,,,
26.7,27.08,39,38.95,,,,,
26.7,27.08,39,38.95,,,,,
26.7,27.08,39,38.95,,,,,
26.7,27.08,39,38.95,,,,,
26.7,27.08,39,38.95,,,,,
26.7,27.08,39,38.95,,,,,
26.7,27.08,39,38.95,,,,,
26.7,27.08,39,38.95,,,,,
26.7,27.08,39,38.95,,,,,
26.7,27.08,39,38.95,,,,,
26.7,27.08,39,38.95,,,,,
26.7,27.08,39,38.95,,,,,
26.7,27.07,39,38.95,,,,,
26.7,27.07,39,38.95,,,,,
26.7,27.07,39,38.95,,,,,
26.7,27.07,39,38.95,,,,,
26.7,27.07,39,38.95,,,,,
26.7,27.07,39,38.95,,,,,
26.7,27.07,39,38.95,,,,,
26.7,27.07,39,38.95,,,,,
26.7,27.07,39,38.95,,,,,
26.7,27.07,39,38.95,,,,,
26.7,27.07,39,38.95,,,,,
26.7,27.07,39,38.95,,,,,
26.7,27.07,39,38.95,,,,,
26.7,27.06,39,38.95,,,,,
26.7,27.06,39,38.95,,,,,
26.7,27.06,39,38.95,,,,,
26.7,27.06,39,38.95,,,,,
26.7,27.06,39,38.95,,,,,
26.7,27.06,39,38.95,,,,,
26.7,27.06,39,38.95,,,,,
26.7,27.06,39,38.95,,,,,
26.7,27.06,39,38.95,,,,,
26.7,27.06,39,38.95,,,,,
26.7,27.06,39,38.95,,,,,
26.7,27.06,39,38.95,,,,,
26.7,27.06,39,38.95,,,,,
26.7,27.06,39,38.95,,,,,
26.7,27.05,39,38.95,,,,,
26.7,27.05,39,38.95,,,,,
26.7,27.05,39,38.95,,,,,
26.7,27.05,39,38.95,,,,,
26.7,27.05,39,38.95,,,,,
26.7,27.05,39,38.95,,,,,
26.7,27.05,39,38.95,,,,,
26.7,27.05,39,38.95,,,,,
26.7,27.05,39,38.95,,,,,
26.7,27.05,39,38.95,,,,,
26.7,27.05,39,38.95,,,,,
26.7,27.05,39,38.95,,,,,
26.7,27.05,39,38.95,,,,,
26.7,27.05,39,38.95,,,,,
26.7,27.04,39,38.95,,,,,
26.7,27.04,39,38.95,,,,,
26.7,27.04,39,38.95,,,,,
26.7,27.04,39,38.95,,,,,
26.7,27.04,39,38.95,,,,,
26.7,27.04,39,38.96,,,,,
26.7,27.04,39,38.96,,,,,
26.7,27.04,39,38.96,,,,,
26.7,27.04,39,38.96,,,,,
26.7,27.04,39,38.96,,,,,
26.7,27.04,39,38.96,,,,,
26.7,27.04,39,38.96,,,,,
26.7,27.04,39,38.96,,,,,
26.7,27.04,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.03,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.02,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27.01,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,27,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.99,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.98,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.97,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,1500-2000,,,
26.7,26.96,39,38.96,,0.1651864,0.117284689,0,0.012767036
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.96,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.95,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.94,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.93,39,38.96,,,,,
26.7,26.92,39,38.96,,,,,
26.7,26.92,39,38.96,,,,,
26.7,26.92,39,38.96,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.92,39,38.97,,,,,
26.7,26.91,39,38.97,,,,,
26.7,26.91,39,38.97,,,,,
26.7,26.91,39,38.97,,,,,
26.7,26.91,39,38.97,,,,,
26.7,26.91,39,38.97,,,,,
26.7,26.91,39,38.97,,,,,
26.7,26.91,39,38.97,,,,,
26.7,26.91,39,38.97,,,,,
26.7,26.91,39,38.97,,,,,
26.7,26.91,39,38.97,,,,,
26.7,26.91,39,38.97,,,,,
26.6,26.91,39,38.97,,,,,
26.4,26.91,39,38.97,,,,,
26.3,26.91,39,38.97,,,,,
26.2,26.91,39,38.97,,,,,
26.2,26.91,39,38.97,,,,,
26.2,26.9,39,38.97,,,,,
26.2,26.9,39,38.97,,,,,
26.2,26.9,39,38.97,,,,,
26.2,26.9,39,38.97,,,,,
26.2,26.9,39,38.97,,,,,
26.2,26.9,39,38.97,,,,,
26.2,26.9,39,38.97,,,,,
26.2,26.9,39,38.97,,,,,
26.2,26.89,39,38.97,,,,,
26.2,26.89,39,38.97,,,,,
26.2,26.89,39,38.97,,,,,
26.2,26.89,39,38.97,,,,,
26.2,26.89,39,38.97,,,,,
26.2,26.89,39,38.97,,,,,
26.2,26.89,39,38.97,,,,,
26.2,26.89,39,38.97,,,,,
26.2,26.88,39,38.97,,,,,
26.2,26.88,39,38.97,,,,,
26.2,26.88,39,38.97,,,,,
26.2,26.88,39,38.97,,,,,
26.2,26.88,39,38.97,,,,,
26.2,26.88,39,38.97,,,,,
26.2,26.88,39,38.97,,,,,
26.2,26.88,39,38.97,,,,,
26.2,26.87,39,38.97,,,,,
26.2,26.87,39,38.97,,,,,
26.2,26.87,39,38.97,,,,,
26.2,26.87,39,38.97,,,,,
26.2,26.87,39,38.97,,,,,
26.2,26.87,39,38.97,,,,,
26.2,26.87,39,38.97,,,,,
26.2,26.87,39,38.97,,,,,
26.2,26.86,39,38.97,,,,,
26.2,26.86,39,38.97,,,,,
26.2,26.86,39,38.97,,,,,
26.2,26.86,39,38.97,,,,,
26.2,26.86,39,38.97,,,,,
26.2,26.86,39,38.97,,,,,
26.2,26.86,39,38.97,,,,,
26.2,26.86,39,38.97,,,,,
26.2,26.85,39,38.97,,,,,
26.2,26.85,39,38.97,,,,,
26.2,26.85,39,38.97,,,,,
26.2,26.85,39,38.97,,,,,
26.2,26.85,39,38.97,,,,,
26.2,26.85,39,38.97,,,,,
26.2,26.85,39,38.97,,,,,
26.2,26.85,39,38.97,,,,,
26.2,26.84,39,38.97,,,,,
26.2,26.84,39,38.97,,,,,
26.2,26.84,39,38.97,,,,,
26.2,26.84,39,38.97,,,,,
26.2,26.84,39,38.97,,,,,
26.2,26.84,39,38.97,,,,,
26.2,26.84,39,38.97,,,,,
26.2,26.84,39,38.97,,,,,
26.2,26.83,39,38.97,,,,,
26.2,26.83,39,38.97,,,,,
26.2,26.83,39,38.97,,,,,
26.2,26.83,39,38.97,,,,,
26.2,26.83,39,38.97,,,,,
26.2,26.83,39,38.97,,,,,
26.2,26.83,39,38.97,,,,,
26.2,26.83,39,38.97,,,,,
26.2,26.83,39,38.97,,,,,
26.2,26.82,39,38.97,,,,,
26.2,26.82,39,38.97,,,,,
26.2,26.82,39,38.97,,,,,
26.2,26.82,39,38.97,,,,,
26.2,26.82,39,38.97,,,,,
26.2,26.82,39,38.97,,,,,
26.2,26.82,39,38.97,,,,,
26.2,26.82,39,38.97,,,,,
26.2,26.81,39,38.97,,,,,
26.2,26.81,39,38.97,,,,,
26.2,26.81,39,38.97,,,,,
26.2,26.81,39,38.97,,,,,
26.2,26.81,39,38.97,,,,,
26.2,26.81,39,38.97,,,,,
26.2,26.81,39,38.97,,,,,
26.2,26.81,39,38.97,,,,,
26.2,26.8,39,38.97,,,,,
26.2,26.8,39,38.97,,,,,
26.2,26.8,39,38.97,,,,,
26.2,26.8,39,38.97,,,,,
26.2,26.8,39,38.97,,,,,
26.2,26.8,39,38.97,,,,,
26.2,26.8,39,38.97,,,,,
26.2,26.8,39,38.97,,,,,
26.2,26.79,39,38.97,,,,,
26.2,26.79,39,38.97,,,,,
26.2,26.79,39,38.97,,,,,
26.2,26.79,39,38.97,,,,,
26.2,26.79,39,38.97,,,,,
26.2,26.79,39,38.97,,,,,
26.2,26.79,39,38.97,,,,,
26.2,26.79,39,38.97,,,,,
26.2,26.79,39,38.97,,,,,
26.2,26.78,39,38.97,,,,,
26.2,26.78,39,38.97,,,,,
26.2,26.78,39,38.97,,,,,
26.2,26.78,39,38.97,,,,,
26.2,26.78,39,38.97,,,,,
26.2,26.78,39,38.97,,,,,
26.2,26.78,39,38.97,,,,,
26.2,26.78,39,38.97,,,,,
26.2,26.77,39,38.97,,,,,
26.2,26.77,39,38.97,,,,,
26.2,26.77,39,38.97,,,,,
26.2,26.77,39,38.97,,,,,
26.2,26.77,39,38.97,,,,,
26.2,26.77,39,38.97,,,,,
26.2,26.77,39,38.97,,,,,
26.2,26.77,39,38.97,,,,,
26.2,26.77,39,38.97,,,,,
26.2,26.76,39,38.97,,,,,
26.2,26.76,39,38.97,,,,,
26.2,26.76,39,38.97,,,,,
26.2,26.76,39,38.97,,,,,
26.2,26.76,39,38.97,,,,,
26.2,26.76,39,38.97,,,,,
26.2,26.76,39,38.97,,,,,
26.2,26.76,39,38.97,,,,,
26.2,26.75,39,38.97,,,,,
26.2,26.75,39,38.97,,,,,
26.2,26.75,39,38.97,,,,,
26.2,26.75,39,38.97,,,,,
26.2,26.75,39,38.97,,,,,
26.2,26.75,39,38.97,,,,,
26.2,26.75,39,38.97,,,,,
26.2,26.75,39,38.97,,,,,
26.2,26.75,39,38.97,,,,,
26.2,26.74,39,38.97,,,,,
26.2,26.74,39,38.97,,,,,
26.2,26.74,39,38.97,,,,,
26.2,26.74,39,38.97,,,,,
26.2,26.74,39,38.97,,,,,
26.2,26.74,39,38.97,,,,,
26.2,26.74,39,38.97,,,,,
26.2,26.74,39,38.97,,,,,
